language,consonants,phonemes
Baure,14,18
Garo,21,26
Befang,43,59
Araona,19,23
Pa'o Karen,20,34
Amele,15,20
Huarijio,12,26
Western Xwla Gbe,29,45
Yanomami,12,33
Guajajara,15,22
Central Kanuri,18,25
Baba,23,30
Moloko,31,47
Jur Modo,31,49
Wintu,30,35
Pokoot,17,39
Waiwai,14,20
Jaunsari,34,51
Gwandara,28,48
Matbat,15,20
Gamo-Gofa-Dawro,26,36
Thado Chin,23,31
Tocho,15,27
Murle,20,34
Marghi Central,30,34
Mbo (Cameroon),20,31
Igo,23,33
Qawasqar,18,24
Naasioi,8,18
Northern Frisian,23,42
Tunica,18,25
Yidiny,13,16
Awadhi,37,45
Fuliiru,24,36
Lugbara,26,39
Hangaza,23,35
Reyesano,18,22
Eastern Pahari,27,39
Yaminahua,14,22
Tepo Krumen,17,39
Duruma,40,47
Ngiti,44,56
Kota (India),26,41
Prai,17,35
Eastern Pahari,35,47
Texistepec Popoluca,19,29
Bari (Chibchan),10,22
Baoule,21,37
Mamara Senoufo,29,50
Koho,27,37
Konkomba,21,38
Kabiye,22,47
Tsotso,19,31
Ngbaka Minagende,22,34
Kwama,20,25
Anyin,21,39
Bambara,32,58
Xingu Asurini,16,27
Tiv,31,40
Attie,24,47
Yavitero,17,21
Dadibi,13,23
Ucayali-Yurua Asheninka,24,32
Waimaha,11,23
Bora,29,41
Sudanese Arabic,54,62
Ingush,35,48
Ut-Main,36,56
South Wa,34,77
Turkish,24,40
Ache (Tupian),22,34
Shabo,28,43
Nisga'a,32,42
Balinese,18,24
Tehuelche,28,35
Manam,13,18
Rikbaktsa,14,28
Bila,19,33
Ama (Sudan),18,25
South Bolivian Quechua,31,36
Godie,26,42
Acoli,17,29
Pilaga,18,22
Satere-Mawe,12,27
Beja,21,26
Northern Grebo,19,36
S'gaw Karen,27,36
Adamawa Fulfulde,37,47
Duruwa,21,31
Kalkutung,20,23
Kwami,28,40
Comox,37,42
Mian,13,25
Southern Sama,17,23
Mizo,33,39
Northern Pame,40,54
Antigua and Barbuda Creole English,24,37
Hindi,71,94
Baka (Cameroon),25,35
Waama,13,41
Galician,21,28
Wapishana,17,25
Manipuri,27,35
Luyi,17,22
Gbagyi,20,26
Amarakaeri,15,33
Russian,33,38
Mbum,30,38
Barbareno,38,44
Awngi,28,39
Chiquihuitlan Mazatec,25,33
Tundra Nenets,27,35
Apalai,12,24
Bouyei,24,38
Indonesian Bajau,26,32
Egyptian Arabic,27,35
Xipaya,14,23
Siona-Tetete,18,30
Usan,14,20
Ayere,26,43
Muniche,22,27
Saraiki,48,83
Morokodo,42,54
Yambeta,18,28
Mwan,21,39
Dobu,19,24
Teke-Kukuya,21,28
Macedonian,26,32
Kamasau,23,29
Gbaya (Sudan),41,56
Yagua,11,23
Tagalog,19,24
Tlachichilco Tepehua,24,34
Kuria,15,22
Japanese,15,20
Sakha,33,49
Kanga,54,76
Ngarinyin,18,24
Chukchi,15,22
Toura (Cote d'Ivoire),21,39
Adzera,18,25
Izi-Ezaa-Ikwo-Mgbo,27,38
Southern Ma'di,47,59
Marghi Central,36,44
Loma (Liberia),21,51
Moru,26,38
Yuqui,20,40
Tariana,23,38
Önge,16,24
Rotokas,6,11
Dera (Indonesia),11,17
Gata',24,38
Ngambay,18,34
Mezquital Otomi,42,58
Tsamai,56,68
Armenian,30,36
Uri,16,24
Yareba,13,18
Longto-Voko,20,31
Tolowa-Chetco,26,31
Lyele,21,34
Marwari (India),36,46
Even,18,36
Moklen,19,46
Nimboran,12,18
Kwanja,21,43
Galibi Carib,16,28
Chopi,61,68
Baruga,14,24
Ewondo,15,25
Pinyin,42,66
Pichi,21,30
Binumarien,11,16
Konni,31,49
Ambulas,17,24
Avokaya,37,55
Ternate,20,25
Cajamarca Quechua,19,22
Zaparo,14,22
Gwandara,35,64
Elip,19,30
Ashaninka,14,22
Ayacucho Quechua,14,17
Qawasqar,18,24
Ngasa,22,31
Dhuwal,20,23
Nzima,24,40
Ngombale,37,59
Panoan Katukina,15,19
Mocovi,23,31
Paumari,22,28
Juruna,18,28
Awa-Cuaiquer,16,26
Rama,19,28
Kathmandu Valley Newari,24,32
Nivacle,22,28
Gbaya-Bossangoa,29,45
Galibi Carib,9,15
Tolowa-Chetco,29,44
Apatani,24,37
